Business Name,City,State,ZIP,ZIP 4,Key Executive,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,County Name,County Population,Metro Area,Latitude,Longitude,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,NAICS,NAICS Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Business Credit Score,2017 Revenue/Yr,2016 Revenue/Yr,2015 Revenue/Yr,2016 % Sales Growth,2015 % Sales Growth,2017 Employees,2016 Employees,2015 Employees,2016 % Employee Growth,2015 % Employee Growth,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,Franchise Type
Publix Super Market,Alpharetta,GA,30022,8173,Manager,Male,200,"190,000","$36,274,720 ",Fulton,"50,000 to 99,999",Atlanta-Sandy Springs-Alpharet,34.06268,-84.21287,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,36274720,36274720,36274720,0,0,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Alpharetta,GA,30022,1913,,,200,"190,000","$36,274,720 ",Fulton,"50,000 to 99,999",Atlanta-Sandy Springs-Alpharet,34.02317,-84.26758,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,36274720,36274720,36274720,0,0,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Snellville,GA,30078,5635,Manager,Male,200,"190,000","$36,274,720 ",Gwinnett,"Up to 24,999",Atlanta-Sandy Springs-Alpharet,33.8744104,-84.0163339,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,36274720,36274720,36274720,0,0,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Marietta,GA,30066,3066,,,200,"190,000","$36,274,720 ",Cobb,"50,000 to 99,999",Atlanta-Sandy Springs-Alpharet,34.0385046,-84.4628815,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,2011,97,36274720,36274720,36274720,0,0,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Marietta,GA,30066,7839,Manager,Male,200,"190,000","$36,274,720 ",Cobb,"50,000 to 99,999",Atlanta-Sandy Springs-Alpharet,33.99407,-84.509348,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,36274720,36274720,36274720,0,0,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Marietta,GA,30064,2571,Manager,Male,200,"190,000","$36,274,720 ",Cobb,"50,000 to 99,999",Atlanta-Sandy Springs-Alpharet,33.950246,-84.6380893,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,36274720,36274720,36274720,0,0,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Marietta,GA,30064,4860,General Manager,Male,200,"190,000","$36,274,720 ",Cobb,"50,000 to 99,999",Atlanta-Sandy Springs-Alpharet,33.903736,-84.6065134,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,97,36274720,36274720,36274720,0,0,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Alpharetta,GA,30022,4411,Manager,Male,200,"190,000","$36,274,720 ",Fulton,"50,000 to 99,999",Atlanta-Sandy Springs-Alpharet,34.057893,-84.233415,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,36274720,36274720,36274720,0,0,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Decatur,GA,30034,5218,,,200,"190,000","$36,274,720 ",Dekalb,"Up to 24,999",Atlanta-Sandy Springs-Alpharet,33.680117,-84.232342,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,36274720,0,0,0,0,200,,,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Lehigh Acres,FL,33936,6016,,,200,"190,000","$36,232,700 ",Lee,"50,000 to 99,999","Cape Coral-Fort Myers, FL",26.6093559,-81.650626,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,2014,94,36232700,36232700,36232700,0,0,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Hollywood,FL,33023,6000,,,180,"190,000","$36,078,372 ",Broward,"100,000 to 249,999",Miami-Fort Lauderdale-Pompano ,25.9812076,-80.225623,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,97,36078372,36078372,36078372,0,0,180,180,180,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Fort Lauderdale,FL,33321,4618,Manager,Male,180,"190,000","$36,078,372 ",Broward,"100,000 to 249,999",Miami-Fort Lauderdale-Pompano ,26.19763,-80.25238283,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,36078372,36078372,36078372,0,0,180,180,180,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Fort Lauderdale,FL,33321,,Manager,Female,180,"190,000","$36,078,372 ",Broward,"100,000 to 249,999",Miami-Fort Lauderdale-Pompano ,26.20809287,-80.25972831,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,36078372,36078372,36078372,0,0,180,180,180,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Fort Lauderdale,FL,33321,1541,Manager,Unknown,180,"190,000","$36,078,372 ",Broward,"100,000 to 249,999",Miami-Fort Lauderdale-Pompano ,26.22622608,-80.26989881,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,36078372,36078372,36078372,0,0,180,180,180,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Hollywood,FL,33024,8560,Manager,Male,180,"190,000","$36,078,372 ",Broward,"100,000 to 249,999",Miami-Fort Lauderdale-Pompano ,26.032724,-80.266825,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,97,36078372,46100142,46100142,-21.74,-21.74,180,230,230,-21.74,-21.74,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Naples,FL,34104,6706,Manager,Male,190,"190,000","$35,959,761 ",Collier,"Up to 24,999","Naples-Marco Island, FL",26.155558,-81.722013,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,35959761,35959761,35959761,0,0,190,190,190,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Giant Eagle,Rochester,PA,15074,2227,Manager,Male,200,"36,000","$35,846,880 ",Beaver,"Up to 24,999","Pittsburgh, PA",40.701633,-80.28822,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.gianteagle.com,No,,100,35846880,35846880,35846880,0,0,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",True Franchise
Giant Eagle,Cranberry Township,PA,16066,6225,Owner,Male,200,"36,000","$35,846,880 ",Butler,,"Pittsburgh, PA",40.6833725,-80.1059345,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.gianteagle.com,No,1993,100,35846880,35846880,0,0,0,200,200,113,0,76.99,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",True Franchise
Publix Super Market,Montgomery,AL,36106,2700,Manager,Male,210,"190,000","$35,605,647 ",Montgomery,"100,000 to 249,999","Montgomery, AL",32.355296,-86.265904,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,35605647,35605647,35605647,0,0,210,210,210,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Lakeland,FL,33809,4272,Manager,Male,200,"190,000","$35,587,120 ",Polk,"50,000 to 99,999","Lakeland-Winter Haven, FL",28.1119391,-81.9452532,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,35587120,35587120,35587120,0,0,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Bartow,FL,33830,3895,Manager,Male,200,"190,000","$35,587,120 ",Polk,"Up to 24,999","Lakeland-Winter Haven, FL",27.9027522,-81.8417736,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,2011,97,35587120,35587120,35587120,0,0,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Lakeland,FL,33809,6226,Manager,Male,200,"190,000","$35,587,120 ",Polk,"50,000 to 99,999","Lakeland-Winter Haven, FL",28.129254,-81.9722706,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,2015,94,35587120,35587120,35587120,0,0,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Save-A-Lot,Humboldt,TN,38343,8580,Executive Officer,Female,233,"23,000","$35,388,786 ",Madison,"Up to 24,999","Jackson, TN",35.768951,-88.85036,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.save-a-lot.com,No,2010,97,35388786,35388786,35388786,0,0,233,233,233,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",True Franchise
My Pet Naturally,Los Angeles,CA,90064,1140,Owner,Male,165,,"$35,305,776 ",Los Angeles,"500,000 or more",Los Angeles-Long Beach-Anaheim,34.029977,-118.449537,Pet Food & Supply Stores,,,No,5999005,Pet Food & Supply Stores,453910,Pet and Pet Supplies Stores,No,25 to 99,Private,No,"10,000 to 49,999",www.mypetnaturally.com,Yes,1981,100,35305776,35305776,35305776,0,0,165,165,165,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Super Target,Circle Pines,MN,55014,3035,Manager,Male,200,"345,000","$35,099,460 ",Anoka,"Up to 24,999",Minneapolis-St. Paul-Bloomingt,45.1845046,-93.1051082,Department Stores,Branch,,No,5311001,Department Stores,452210,Department Stores,No,100 to 499,Public,Yes,"50,000 or more",www.target.com,No,,100,35099460,7019892,7019892,400,400,200,40,40,400,400,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Lexington,SC,29072,9316,Manager,Male,200,"190,000","$34,968,280 ",Lexington,"Up to 24,999","Columbia, SC",33.998876,-81.22059,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,34968280,34968280,34968280,0,0,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
H-E-B Foods,Edinburg,TX,78539,7312,Executive Officer,Male,220,"45,000","$34,834,580 ",Hidalgo,"50,000 to 99,999","McAllen-Edinburg-Mission, TX",26.2898602,-98.195848,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.heb.com,No,2000,100,34834580,34834580,4750170,0,633.33,220,220,30,0,633.33,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Safeway,Flagstaff,AZ,86001,6318,Manager,Male,184,"46,073","$34,609,811 ",Coconino,"50,000 to 99,999","Flagstaff, AZ",35.189054,-111.66408,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.safeway.com,No,,97,34609811,34609811,3385742,0,922.22,184,184,18,0,922.22,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Winn-Dixie,Tampa,FL,33617,6203,General Manager,Unknown,182,"48,301","$34,588,190 ",Hillsborough,"250,000 to 499,999",Tampa-St. Petersburg-Clearwate,28.029018,-82.392429,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.winndixie.com,No,1957,100,34588190,34588190,34588190,0,0,182,182,182,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Boca Raton,FL,33433,2498,Manager,Male,172,"190,000","$34,474,889 ",Palm Beach,"50,000 to 99,999",Miami-Fort Lauderdale-Pompano ,26.362307,-80.136277,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,34474889,34474889,34474889,0,0,172,172,172,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Boca Raton,FL,33433,3411,Manager,Male,172,"190,000","$34,474,889 ",Palm Beach,"50,000 to 99,999",Miami-Fort Lauderdale-Pompano ,26.3471505,-80.1565775,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,97,34474889,34474889,34474889,0,0,172,172,172,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Melbourne,FL,32934,7620,Manager,Male,190,"190,000","$34,421,065 ",Brevard,"50,000 to 99,999","Palm Bay-Melbourne-Titusville,",28.147543,-80.674196,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,34421065,34421065,34421065,0,0,190,190,190,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
